#Organism/Name	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Chromosomes/RefSeq	Chromosomes/INSDC	Plasmids/RefSeq	Plasmids/INSDC	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center
Desulfovibrio sp. H0407_2.3jLac	PRJNA33773	33773	Proteobacteria	delta/epsilon subdivisions	-	-	-	-	-	-	-	-	-	-	-	-	No data	University of South Carolina
Desulfovibrio sp. FW1012B	PRJNA43335	43335	Proteobacteria	delta/epsilon subdivisions	4.10269	-	NZ_CM001368.1	CM001368.1	NZ_CM001370.1,NZ_CM001369.1	CM001370.1,CM001369.1	ADFE02	3	3720	3634	2010/01/11	2011/11/21	Complete	US DOE Joint Genome Institute (JGI-PGF)
Desulfovibrio sp. 3_1_syn3	PRJNA51597	51597	Proteobacteria	delta/epsilon subdivisions	3.62494	60.7	-	-	-	-	ADDR01	58	3312	3244	2010/07/27	2010/08/18	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Desulfovibrio sp. R2	PRJNA59793	59793	Proteobacteria	delta/epsilon subdivisions	-	-	-	-	-	-	-	-	-	-	-	-	No data	University of Berne
Desulfovibrio sp. 6_1_46AFAA	PRJNA72975	72975	Proteobacteria	delta/epsilon subdivisions	3.82612	-	-	-	-	-	ACWM01	20	3380	3326	2011/08/29	2011/09/12	Scaffolds or contigs	Broad Institute
Desulfovibrio sp. A2	PRJNA73581	73581	Proteobacteria	delta/epsilon subdivisions	4.15069	-	-	-	-	-	AGFG01	84	3941	3880	2011/09/21	2012/01/23	Scaffolds or contigs	Asbach
Desulfovibrio sp. U5L	PRJNA162937	162937	Proteobacteria	delta/epsilon subdivisions	4.58732	65.3	-	-	-	-	AHMC01	2	4132	4001	2012/01/24	2012/05/04	Scaffolds or contigs	JGI
Rhodobacter sp. SW2	PRJNA40865	40865	Proteobacteria	Alphaproteobacteria	3.51434	65.1	-	-	-	-	ACYY01	59	3452	3408	2009/09/22	2009/10/05	Scaffolds or contigs	US DOE Joint Genome Institute (JGI-PGF)
Dermacoccus sp. Ellin185	PRJNA59483	59483	Actinobacteria	Actinobacteria	3.11536	-	-	-	-	-	AEIQ01	131	2978	2919	2010/10/13	2010/10/22	Scaffolds or contigs	J. Craig Venter Institute
Acidaminococcus sp. 4_1_13_G	PRJNA46363	46363	Firmicutes	Negativicutes	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Acidaminococcus sp. D21	PRJNA55871	55871	Firmicutes	Negativicutes	2.23897	50.2	-	-	-	-	ACGB01	79	2055	2005	2009/03/10	2010/02/03	Scaffolds or contigs	Broad Institute
Acidaminococcus sp. BV3L6	PRJNA89623	89623	Firmicutes	Negativicutes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	JCVI
Acidaminococcus sp. HPA0509	PRJNA169431	169431	Firmicutes	Negativicutes	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Prochlorococcus sp. UH18301	PRJNA47033	47033	Cyanobacteria	Prochlorales	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Gordon and Betty Moore Foundation Marine Microbiology Initiative
Methanocaldococcus sp. FS406-22	PRJNA42499	42499	Euryarchaeota	Methanococci	1.77314	31.9972	NC_013887.1	CP001901.1	NC_013888.1	CP001902.1	-	2	1893	1816	2010/02/17	2010/02/21	Complete	US DOE Joint Genome Institute
Kutzneria sp. 744	PRJNA38053	38053	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute
Actinomyces sp. oral taxon 848 str. F0332	PRJNA55987	55987	Actinobacteria	Actinobacteria	2.51892	64.4	-	-	-	-	ACUY02	4	2645	2592	2009/08/11	2010/02/03	Scaffolds or contigs	WUGSC
Actinomyces sp. oral taxon 180 str. F0310	PRJNA61455	61455	Actinobacteria	Actinobacteria	2.34812	-	-	-	-	-	AEPP01	6	2125	2070	2010/12/21	2011/01/18	Scaffolds or contigs	Baylor College of Medicine
Actinomyces sp. oral taxon 178 str. F0338	PRJNA62223	62223	Actinobacteria	Actinobacteria	2.73343	-	-	-	-	-	AEUH01	43	2580	2524	2011/01/24	2011/01/26	Scaffolds or contigs	Baylor College of Medicine
Actinomyces sp. oral taxon 171 str. F0337	PRJNA62285	62285	Actinobacteria	Actinobacteria	3.00267	-	-	-	-	-	AECW01	280	3203	3149	2011/01/27	2011/01/31	Scaffolds or contigs	Washington University Genome Center
Actinomyces sp. oral taxon 170 str. F0386	PRJNA66153	66153	Actinobacteria	Actinobacteria	3.13516	-	-	-	-	-	AFBL01	76	3094	3042	2011/04/07	2011/04/22	Scaffolds or contigs	Genome Sequencing Center (GSC) at Washington University (WashU) School of Medicine
Actinomyces sp. oral taxon 448 str. F0400	PRJNA70615	70615	Actinobacteria	Actinobacteria	2.80137	-	-	-	-	-	AFQC01	12	2574	2518	2011/07/13	2011/07/19	Scaffolds or contigs	Baylor College of Medicine
Actinomyces sp. oral taxon 175 str. F0384	PRJNA72193	72193	Actinobacteria	Actinobacteria	3.13333	-	-	-	-	-	AFUR01	7	2705	2643	2011/08/10	2011/08/16	Scaffolds or contigs	J. Craig Venter Institute
Actinomyces sp. ICM47	PRJNA78551	78551	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	J. Craig Venter Institute
Actinomyces sp. ICM39	PRJNA78553	78553	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	J. Craig Venter Institute
Actinomyces sp. oral taxon 181 str. F0379	PRJNA80239	80239	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Washington University
Actinomyces sp. oral taxon 849 str. F0330	PRJNA80683	80683	Actinobacteria	Actinobacteria	3.38584	-	-	-	-	-	ACTB01	76	3076	3019	2011/12/22	2011/12/28	Scaffolds or contigs	Broad Institute
Actinomyces sp. ph3	PRJEA82081	82081	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	URMITE CNRS UMR 6236 IRD 198
Actinomyces sp. 7400942	PRJNA164799	164799	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	URMITE
Actinomyces sp. ICM54	PRJNA165951	165951	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	JCVI
Actinomyces sp. HPA0247	PRJNA169432	169432	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Parabacteroides sp. D25	PRJNA39405	39405	Bacteroidetes/Chlorobi group	Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Parabacteroides sp. D26	PRJNA39407	39407	Bacteroidetes/Chlorobi group	Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute
Parabacteroides sp. D13	PRJNA55997	55997	Bacteroidetes/Chlorobi group	Bacteroidetes	5.32723	45.2	-	-	-	-	ACPW01	22	4558	4494	2009/08/24	2010/06/09	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Parabacteroides sp. HGS0025	PRJNA72493	72493	Bacteroidetes/Chlorobi group	Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Parabacteroides sp. D25	PRJNA74419	74419	Bacteroidetes/Chlorobi group	Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	The Broad Institute
Dorea sp. D27	PRJNA39367	39367	Firmicutes	Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute
Dorea sp. 4_1_36FAA	PRJNA39557	39557	Firmicutes	Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute
Ralstonia sp. 5_7_47FAA	PRJNA59461	59461	Proteobacteria	Betaproteobacteria	5.23173	-	-	-	-	-	ACUF01	32	4904	4788	2010/10/18	2010/10/22	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Ralstonia sp. 5_2_56FAA	PRJNA73851	73851	Proteobacteria	Betaproteobacteria	5.2187	-	-	-	-	-	ACTT01	53	5003	4951	2011/10/03	2011/10/05	Scaffolds or contigs	Broad Institute
Ralstonia sp. PBA	PRJNA78957	78957	Proteobacteria	Betaproteobacteria	3.829	63.6	-	-	-	-	AKCV01	-	-	-	2012/06/25	2012/06/25	Scaffolds or contigs	Universiti Teknologi Malaysia
Papillibacter sp. 4_1_38B	PRJNA39403	39403	Firmicutes	Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Phascolarctobacterium sp. 3_1syn4	PRJNA39409	39409	Firmicutes	Negativicutes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute
Porphyromonas sp. 31_2	PRJNA39411	39411	Bacteroidetes/Chlorobi group	Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute
Porphyromonas sp. KLE 1280	PRJNA64723	64723	Bacteroidetes/Chlorobi group	Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	No data	Washington University Genome Center
Porphyromonas sp. oral taxon 279 str. F0450	PRJNA78907	78907	Bacteroidetes/Chlorobi group	Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	J. Craig Venter Institute
Propionibacterium sp. 409-HC1	PRJNA67825	67825	Actinobacteria	Actinobacteria	2.52853	-	-	-	-	-	AFIK01	111	2552	2500	2011/05/23	2011/06/07	Scaffolds or contigs	J. Craig Venter Institute
Propionibacterium sp. 434-HC2	PRJNA67827	67827	Actinobacteria	Actinobacteria	2.56864	-	-	-	-	-	AFIL01	81	2567	2499	2011/05/23	2011/06/07	Scaffolds or contigs	J. Craig Venter Institute
Propionibacterium sp. CC003-HC2	PRJNA71185	71185	Actinobacteria	Actinobacteria	2.55055	-	-	-	-	-	AFUK01	1	2456	2397	2011/07/21	2011/08/01	Scaffolds or contigs	J. Craig Venter Institute
Propionibacterium sp. 5_U_42AFAA	PRJNA75117	75117	Actinobacteria	Actinobacteria	2.53025	-	-	-	-	-	ACUE01	9	2425	2376	2011/10/21	2011/11/04	Scaffolds or contigs	Broad Institute
Propionibacterium sp. HGH0353	PRJNA169460	169460	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Propionibacterium sp. KPL1838	PRJNA169461	169461	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Propionibacterium sp. KPL1844	PRJNA169462	169462	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Propionibacterium sp. KPL1847	PRJNA169463	169463	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Propionibacterium sp. KPL1849	PRJNA169464	169464	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Propionibacterium sp. KPL1852	PRJNA169465	169465	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Propionibacterium sp. KPL1854	PRJNA169466	169466	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Synergistes sp. 3_1_syn1	PRJNA80429	80429	Synergistetes	Synergistia	3.28156	-	-	-	-	-	ACUH01	8	3023	2960	2011/12/16	2011/12/21	Scaffolds or contigs	Broad Institute
Olsenella sp. oral taxon 809 str. F0356	PRJNA76573	76573	Actinobacteria	Actinobacteria	2.1598	-	-	-	-	-	ACVE01	3	1949	1898	2011/10/31	2011/11/04	Scaffolds or contigs	Broad Institute
Alistipes sp. 3_1_57FAA_CT2	PRJNA39995	39995	Bacteroidetes/Chlorobi group	Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Alistipes sp. 1_3_51FAA	PRJNA39997	39997	Bacteroidetes/Chlorobi group	Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Alistipes sp. 10_1_37FAA	PRJNA41949	41949	Bacteroidetes/Chlorobi group	Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute
Alistipes sp. HGB5	PRJNA67587	67587	Bacteroidetes/Chlorobi group	Bacteroidetes	3.46461	-	-	-	-	-	AENZ01	-	3009	2955	2010/12/02	2011/06/01	Scaffolds or contigs	J. Craig Venter Institute
Alistipes sp. JC136	PRJEA68303	68303	Bacteroidetes/Chlorobi group	Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	No data	laboratoire URMITE
Alistipes sp. JC50	PRJEA82331	82331	Bacteroidetes/Chlorobi group	Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	No data	URMITE CNRS UMR 6236 IRD 198
Anaerostipes sp. 3_2_56FAA	PRJNA61867	61867	Firmicutes	Clostridia	3.2548	-	-	-	-	-	ACWB01	13	3434	3369	2011/01/04	2011/01/18	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Campylobacter sp. RM6914	PRJNA66813	66813	Proteobacteria	delta/epsilon subdivisions	-	-	-	-	-	-	-	-	-	-	-	-	No data	USDA, ARS, WRRC
Campylobacter sp. RM10537	PRJNA66815	66815	Proteobacteria	delta/epsilon subdivisions	-	-	-	-	-	-	-	-	-	-	-	-	No data	USDA, ARS, WRRC
Campylobacter sp. FOBRC14	PRJNA78557	78557	Proteobacteria	delta/epsilon subdivisions	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	J. Craig Venter Institute
Campylobacter sp. 10_1_50	PRJNA80421	80421	Proteobacteria	delta/epsilon subdivisions	1.89001	-	-	-	-	-	ACWJ01	13	1971	1926	2011/12/16	2011/12/21	Scaffolds or contigs	Broad Institute
Eggerthella sp. 1_3_56FAA	PRJNA61877	61877	Actinobacteria	Actinobacteria	3.38869	-	-	-	-	-	ACWN01	28	2989	2936	2011/01/04	2011/01/18	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Eggerthella sp. HGA1	PRJNA63585	63585	Actinobacteria	Actinobacteria	3.36293	-	-	-	-	-	AEXR01	42	3077	3021	2011/03/07	2011/03/10	Scaffolds or contigs	J. Craig Venter Institute
Eggerthella sp. YY7918	PRJNA68707	68707	Actinobacteria	Actinobacteria	3.12367	56.2	NC_015738.1	AP012211.1	-	-	-	1	2730	2680	2011/07/01	2012/01/26	Complete	Gifu University, United Graduate School of Agricultural Science
Neisseria sp. oral taxon 014 str. F0314	PRJNA49701	49701	Proteobacteria	Betaproteobacteria	2.50264	52.8	-	-	-	-	ADEA01	11	2376	2298	2010/02/26	2010/06/16	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Neisseria sp. GT4A_CT1	PRJNA73847	73847	Proteobacteria	Betaproteobacteria	2.69536	-	-	-	-	-	ACWS01	37	2608	2548	2011/10/03	2011/10/05	Scaffolds or contigs	Broad Institute
Neisseria sp. oral taxon 020 str. F0370	PRJNA80247	80247	Proteobacteria	Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Washington University
Peptococcus sp. 2_1_54CFAA_CT1	PRJNA40035	40035	Firmicutes	Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Subdoligranulum sp. 6_1_47FAA	PRJNA40039	40039	Firmicutes	Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Subdoligranulum sp. 4_3_54A2FAA	PRJNA80415	80415	Firmicutes	Clostridia	4.20524	-	-	-	-	-	ACWW01	10	4163	4105	2011/12/16	2011/12/21	Scaffolds or contigs	Broad Institute
Tannerella sp. 6_1_58FAA_CT1	PRJNA80413	80413	Bacteroidetes/Chlorobi group	Bacteroidetes	3.84345	-	-	-	-	-	ACWX01	32	3276	3210	2011/12/16	2011/12/21	Scaffolds or contigs	Broad Institute
Arthrospira sp. PCC 8005	PRJNA49969	49969	Cyanobacteria	Oscillatoriales	-	-	-	-	-	-	ADDH01	119	-	-	-	-	Scaffolds or contigs	SCK-CEN, Belgian Nuclear Research Center/Genoscope
Halothece sp. PCC 7418	PRJNA40817	40817	Cyanobacteria	Chroococcales	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Labrenzia sp. DG1229	PRJNA40879	40879	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Scottish Association for Marine Science
Phormidium sp. ISC 31	PRJNA41347	41347	Cyanobacteria	Oscillatoriales	-	-	-	-	-	-	-	-	-	-	-	-	No data	Petroleum Microbiology Research Group, Research Institute of Applied Science
Bartonella sp. 1-1C	PRJEA41449	41449	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Focal area Infection Biology, Biozentrum, University of Basel, Switzerland
Bartonella sp. AR 15-3	PRJEA41451	41451	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Focal area Infection Biology, Biozentrum, University of Basel, Switzerland
Bartonella sp. DB5-6	PRJNA75179	75179	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Plectonema sp. ISC 33	PRJNA41645	41645	Cyanobacteria	Oscillatoriales	-	-	-	-	-	-	-	-	-	-	-	-	No data	Department of Microbiology, Islamic Azad university branch karaj
Bilophila sp. 4_1_30	PRJNA72973	72973	Proteobacteria	delta/epsilon subdivisions	4.47017	-	-	-	-	-	ADCO01	69	4172	4114	2011/08/29	2011/09/12	Scaffolds or contigs	Broad Institute
Peptoniphilus sp. oral taxon 386 str. F0131	PRJNA49961	49961	Firmicutes	Clostridia	1.55006	30.9	-	-	-	-	ADCS01	11	1497	1404	2010/02/26	2010/06/30	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Peptoniphilus sp. oral taxon 836 str. F0141	PRJNA50573	50573	Firmicutes	Clostridia	1.62516	-	-	-	-	-	AEAA01	145	1694	1649	2010/07/14	2010/12/01	Scaffolds or contigs	J. Craig Venter Institute
Peptoniphilus sp. JC140	PRJEA70541	70541	Firmicutes	Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	No data	laboratoire URMITE CNRS 6236
Peptoniphilus sp. oral taxon 375 str. F0436	PRJNA71189	71189	Firmicutes	Clostridia	1.95055	-	-	-	-	-	AFUH01	1	2225	2157	2011/07/25	2011/08/01	Scaffolds or contigs	J. Craig Venter Institute
Peptoniphilus sp. ph5	PRJEA82079	82079	Firmicutes	Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	No data	URMITE CNRS UMR 6236 IRD 198
Peptoniphilus sp. JC401	PRJNA82271	82271	Firmicutes	Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	No data	Unité de Recherche sur les Maladies Infectieuses et Tropicales Emergentes, UMR CNRS 6236 – IRD 198, Faculté de médecine, Aix-Marseille Université 27 Boulevard Jean Moulin, 13385 Marseille cedex 05, France
Peptoniphilus sp. JC401	PRJEA82283	82283	Firmicutes	Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	No data	URMITE CNRS UMR 6236 IRD 198
Peptoniphilus sp. BV3BML2	PRJNA89633	89633	Firmicutes	Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	JCVI
Peptoniphilus sp. JC401	PRJEB31	169185	Firmicutes	Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	No data	URMITE CNRS UMR 6236 IRD 198
Peptoniphilus sp. ph5	PRJEB48	169189	Firmicutes	Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	No data	URMITE CNRS UMR 6236 IRD 198
Veillonella sp. 6_1_27	PRJNA47835	47835	Firmicutes	Negativicutes	2.16979	38.7	-	-	-	-	ADCW01	10	1950	1843	2010/03/30	2011/09/22	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Veillonella sp. 3_1_44	PRJNA47845	47845	Firmicutes	Negativicutes	2.15656	38.6	-	-	-	-	ADCV01	16	1928	1816	2010/03/30	2011/09/22	Scaffolds or contigs	The Broad Institute Genome Sequencing Platform
Veillonella sp. oral taxon 158 str. F0412	PRJNA61047	61047	Firmicutes	Negativicutes	2.17675	-	-	-	-	-	AENU01	21	2060	2000	2010/12/02	2010/12/10	Scaffolds or contigs	J. Craig Venter Institute
Veillonella sp. oral taxon 780 str. F0422	PRJNA71187	71187	Firmicutes	Negativicutes	1.73101	-	-	-	-	-	AFUJ01	75	1647	1588	2011/07/25	2011/08/01	Scaffolds or contigs	J. Craig Venter Institute
Veillonella sp. ACP1	PRJNA78581	78581	Firmicutes	Negativicutes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	J. Craig Venter Institute
Veillonella sp. AS16	PRJNA165949	165949	Firmicutes	Negativicutes	-	-	-	-	-	-	-	-	-	-	-	-	No data	JCVI
Veillonella sp. HPA0037	PRJNA169494	169494	Firmicutes	Negativicutes	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Brenneria sp. EniD312	PRJNA75111	75111	Proteobacteria	Gammaproteobacteria	4.94377	-	NZ_CM001230.1	CM001230.1	-	-	AFWW01	1	4639	4388	2011/09/07	2011/11/15	Complete	DOE Joint Genome Institute
Capnocytophaga sp. oral taxon 338 str. F0234	PRJNA64409	64409	Bacteroidetes/Chlorobi group	Bacteroidetes	2.47861	-	-	-	-	-	AEXX01	29	2496	2445	2011/03/10	2011/03/16	Scaffolds or contigs	Baylor College of Medicine
Capnocytophaga sp. oral taxon 329 str. F0087	PRJNA66905	66905	Bacteroidetes/Chlorobi group	Bacteroidetes	6.74864	-	-	-	-	-	AFHP01	113	6372	6275	2011/05/11	2011/05/13	Scaffolds or contigs	Washington University Genome Center
Capnocytophaga sp. oral taxon 326 str. F0382	PRJNA67197	67197	Bacteroidetes/Chlorobi group	Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	No data	Washington University Genome Center
Capnocytophaga sp. CM59	PRJNA78587	78587	Bacteroidetes/Chlorobi group	Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	J. Craig Venter Institute
Capnocytophaga sp. oral taxon 335 str. F0486	PRJNA78901	78901	Bacteroidetes/Chlorobi group	Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	J. Craig Venter Institute
Capnocytophaga sp. oral taxon 412 str. F0487	PRJNA78903	78903	Bacteroidetes/Chlorobi group	Bacteroidetes	2.59	39.5	-	-	-	-	AJZR01	-	-	-	2012/06/25	2012/06/25	Scaffolds or contigs	J. Craig Venter Institute
Capnocytophaga sp. oral taxon 324 str. F0483	PRJNA80241	80241	Bacteroidetes/Chlorobi group	Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	No data	Washington University
Capnocytophaga sp. oral taxon 332 str. F0381	PRJNA80243	80243	Bacteroidetes/Chlorobi group	Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	No data	Washington University
Capnocytophaga sp. oral taxon 380 str. F0488	PRJNA80245	80245	Bacteroidetes/Chlorobi group	Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	No data	Washington University
Coprococcus sp. ART55/1	PRJNA45915	45915	Firmicutes	Clostridia	3.12301	44.6	-	FP929039.1	-	-	-	1	2162	2128	2010/03/25	2010/03/25	Complete	metaHIT
Coprococcus sp. HPP0074	PRJNA72499	72499	Firmicutes	Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Coprococcus sp. HPP0048	PRJNA72501	72501	Firmicutes	Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Delftia sp. Cs1-4	PRJNA67319	67319	Proteobacteria	Betaproteobacteria	6.68584	66.7	NC_015563.1	CP002735.1	-	-	-	1	6029	5861	2011/05/23	2011/10/13	Complete	US DOE Joint Genome Institute
Collinsella sp. 1_1_44A2FAA	PRJNA46365	46365	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Collinsella sp. 4_8_47FAA	PRJNA46367	46367	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute
Ahrensia sp. R2A130	PRJNA51717	51717	Proteobacteria	Alphaproteobacteria	3.73105	-	-	-	-	-	AEEB01	59	3669	3624	2010/08/16	2010/08/24	Scaffolds or contigs	Gordon and Betty Moore Foundation Marine Microbiology Initiative
Roseibium sp. TrichSKD4	PRJNA53349	53349	Proteobacteria	Alphaproteobacteria	5.66631	53.9	-	-	-	-	AEFL01	28	6190	6118	2010/09/27	2010/10/05	Scaffolds or contigs	Gordon and Betty Moore Foundation Marine Microbiology Initiative
Thalassospira sp. TrichSKD10	PRJNA46499	46499	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Gordon and Betty Moore Foundation Marine Microbiology Initiative
Thalassospira sp. MCCC 1A00350	PRJNA161551	161551	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	The Third Institute of State Oceanic Administration (SOA)
Thalassospira sp. MCCC 1A00385	PRJNA161555	161555	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	The Third Institute of State Oceanic Administration (SOA)
Thalassospira sp. MCCC 1A01013	PRJNA161563	161563	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	The Third Institute of State Oceanic Administration (SOA)
Thalassospira sp. MCCC 1A01103	PRJNA161565	161565	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	The Third Institute of State Oceanic Administration (SOA)
Thalassospira sp. MCCC 1A01166	PRJNA161567	161567	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	The Third Institute of State Oceanic Administration (SOA)
Thalassospira sp. MCCC 1A01300	PRJNA161569	161569	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	The Third Institute of State Oceanic Administration (SOA)
Thalassospira sp. MCCC 1A02030	PRJNA161571	161571	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	The Third Institute of State Oceanic Administration (SOA)
Thalassospira sp. MCCC 1A02758	PRJNA161577	161577	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	The Third Institute of State Oceanic Administration (SOA)
Thalassospira sp. MCCC 1A01318	PRJNA161581	161581	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	The Third Institute of State Oceanic Administration (SOA)
Sulfurospirillum sp. Am-N	PRJNA46505	46505	Proteobacteria	delta/epsilon subdivisions	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Gordon and Betty Moore Foundation Marine Microbiology Initiative
Sulfurospirillum sp. SCGC AAA036-P08	PRJNA78017	78017	Proteobacteria	delta/epsilon subdivisions	-	-	-	-	-	-	-	-	-	-	-	-	No data	JGI
Loktanella sp. SE62	PRJNA46507	46507	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Gordon and Betty Moore Foundation Marine Microbiology Initiative
Alteromonas sp. BB2AT2	PRJNA46509	46509	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Gordon and Betty Moore Foundation Marine Microbiology Initiative
Alteromonas sp. EZ55	PRJNA50031	50031	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Gordon and Betty Moore Foundation Marine Microbiology Initiative
